,0
326,0.000491168156915353
327,4.717276178464955e-05
328,3.280908453538699e-05
329,0.0
330,0.0001840955668623835
331,0.0008124225760631546
332,0.00019870982223257398
333,0.00023221478559207415
334,6.838516798450184e-05
335,0.0018710775694131194
336,3.5268601491464567e-07
337,7.285810800844362e-05
338,0.0
339,5.929364350095638e-05
340,0.0008346882821249209
341,0.00013997740619622138
342,0.004489720160248453
343,0.00019768242312646084
344,0.0
345,9.458475448121438e-05
346,0.0001831956675165087
347,0.0002445109160102279
348,0.0014537722541136644
349,5.441104764801137e-06
350,7.054112954624662e-05
351,0.0018156434991454945
352,0.00012673285033971613
353,0.00024284820956595703
354,0.00011032377072686797
355,2.6307618676590146e-05
356,0.00012020125522850743
357,0.0003219599568651317
358,0.0004004755763728486
359,0.0005271147818170517
360,0.00030131864543835296
361,0.00013659651114965866
362,0.0
363,5.342539594781879e-06
364,0.00013552692658746706
365,0.000281699083619172
366,0.00010277093478052574
367,3.954341179612014e-05
368,0.00033757342812404097
369,0.00011765529208013835
370,4.513912957698097e-05
371,0.0
372,0.0
373,0.00016083498372375168
374,9.045951959206938e-05
375,1.1705096794262105e-05
376,8.210765191123541e-05
377,0.0008858152206238431
378,5.705454446040829e-05
379,0.0002683355724089394
380,8.032988411950196e-05
381,5.437298372097097e-05
382,4.011383539362794e-06
383,0.00021006964083833735
384,0.0
385,0.00025020832546812074
386,2.4575930968391037e-07
387,3.969765510253312e-05
388,0.00011396089573042527
389,0.0004732643013109727
390,0.000191442953269833
391,0.00017988611555388296
392,8.999139977603094e-05
393,0.00023488413628476885
394,0.0001346990927893532
395,0.00038992483877015
396,2.4668881429595844e-05
397,0.0
398,0.0
399,6.974542091121164e-05
400,0.00011348702882897272
401,3.999475521045996e-05
402,0.002144323475616507
403,1.7356021209320132e-05
404,0.00010526819414220625
405,0.0
406,4.207881642368258e-05
407,1.812358106827424e-05
408,1.6977991794835475e-05
409,1.746537222085753e-06
410,3.423730769746862e-06
411,0.0001205007577996421
412,4.1780138913121094e-05
413,0.0005365169610808602
414,2.0769943297058195e-05
415,9.249512293636741e-05
416,8.596392967524799e-05
417,1.1877467699134257e-06
418,0.00022006255122063764
419,1.3579905537946143e-05
420,0.00026377285180248164
421,0.00016942120713087127
422,2.988458630256397e-05
423,9.502909914217008e-06
424,9.110087762994707e-05
425,0.00016878603130046746
426,0.0007282677676883381
427,0.0005479022598510612
428,0.0002624568234278982
429,0.0
430,7.348126513994838e-05
431,0.0
432,0.009059284226783565
433,0.000706282830812068
434,9.398338599073845e-06
435,0.003543333587573696
436,2.3316221762889753e-06
437,0.002174332110561252
438,5.9559412914147115e-06
439,0.0001781553208155509
440,0.0
441,0.001680433835282059
442,0.0002460779671285277
443,0.00013022641615905803
444,0.0
445,2.8582416321253972e-05
446,9.76785909545208e-06
447,9.107336077475094e-05
448,0.00014946741268739847
449,1.8562044814843483e-05
450,5.5193888842873555e-05
451,3.379016524768891e-05
452,6.237162241724713e-06
453,0.00040490337130644915
454,0.0010307173258220894
455,0.0
456,0.00033704586796128776
457,1.5777627149908965e-05
458,0.0006470591841343204
459,6.859375187614949e-05
460,0.00011119086808344542
461,0.0008119857722421466
462,0.00048594158008450326
463,0.0
464,0.0007533069478615811
465,0.0002246023090359919
466,0.0005689260884853165
467,0.0023422434235689515
468,3.077735979400061e-05
469,0.000488615668926237
470,0.0004047048641353027
471,8.461958858421012e-05
472,0.0018374029904145604
473,0.0007137391984629662
474,0.000858339062982394
475,0.00024445925690547274
476,0.0004246362631066469
477,0.00038758840923981415
478,0.0005716515350551812
479,5.5891447319139275e-06
480,0.00014196993501786382
481,0.00016456865393371986
482,0.0003433559586345858
483,0.00035954587558045706
484,8.25170883013459e-06
485,1.9907632546563965e-07
486,0.00010156805727223691
487,6.786162747974566e-05
488,4.725839426300527e-06
489,0.0009673568960272395
490,0.002431885485746782
491,1.667785892248609e-05
492,8.340753642722718e-05
493,0.0012119842327062242
494,6.500812206640591e-06
495,0.00043034551470702353
496,0.004548877587761451
497,0.0013258632333696696
498,0.003923076820245589
499,0.0
500,0.005093789710780696
501,0.002100205611835015
502,0.0001308768815377513
503,0.007867782965586604
504,8.13693990826532e-05
505,0.0062252693750025215
506,0.0003152193608267509
507,5.345575711086507e-05
508,0.0008855997707317973
509,0.0001389596157863199
510,0.0012567771108200107
511,7.010040641721502e-05
512,3.6550288295850226e-05
513,8.997071715133593e-06
514,2.5453987903792678e-05
515,0.0002578018408612235
516,0.00014103493727796632
517,0.0012679465699427202
518,0.0006638036848860905
519,0.0004003611297897533
520,0.001058738210360185
521,0.0016993147327010857
522,0.005429996629449707
523,0.00011129266227739101
524,9.067312050126009e-06
525,0.0005274923305314488
526,0.0004329985953366456
527,0.00026776064733449777
528,0.035301401176479126
529,0.001047147569113064
530,0.007292008270963868
531,0.013533135635883875
532,0.00255542497018257
533,0.002097394393894165
534,0.017653300472786234
535,0.0011961603695914101
536,0.06036707396963177
537,0.024118468558590248
538,0.009056694610093943
539,0.019946677101625253
540,0.010946685842835119
541,0.002763601337419869
542,0.014956112474816444
543,0.00026827797402166295
544,0.003257081171973612
545,0.0054476850363287055
546,0.017217222160935543
547,0.016365895371482204
548,0.009525039227358829
549,0.0007160695014326449
550,0.001575357583474327
551,0.006467631789671779
552,0.007385886459666927
553,0.0010806593267966244
554,0.0008123379185073119
555,0.005146771843019783
556,0.00012509799199367824
557,5.722517705125194e-06
558,0.00026561605992056367
559,0.0
560,0.0030845800556652354
561,0.008533232194816488
562,0.0
563,0.00014201237063554586
564,3.269767414692781e-06
565,0.00017508425844054053
566,0.0006570206123046327
567,0.0004090430127695461
568,0.0002169435536144384
569,0.0
570,0.0002780700850111555
571,5.672732324182427e-05
572,0.0
573,0.0
574,0.0005843397754051021
575,2.0448104963898035e-05
576,0.00014413381737464769
577,0.0004036209210264913
578,0.0
579,0.0002076001912774945
580,0.000272226998912039
581,0.0010277297741928296
582,0.0
583,0.00041130460689684536
584,0.0
585,0.0
586,2.5030920479925123e-05
587,8.071839707334867e-06
588,0.00025068542945646524
589,0.0
590,0.0
591,3.850112344595944e-05
592,0.0
593,0.00011496844635332271
594,0.00023175997805875495
595,5.750327745159705e-06
596,3.3372343957945904e-05
597,0.0
598,0.0006950507936348632
599,5.683549439435877e-06
600,0.0
601,0.0002714456775104325
602,9.102997238172016e-05
603,0.0
604,4.620886242879675e-05
605,3.6574340195093036e-05
606,1.4957449497506676e-05
607,0.0003611670583341886
608,0.0002328774284014553
609,4.947361768741523e-05
610,3.8929597718568e-05
611,0.0012039440449012906
612,0.0008035424773617527
613,7.52358713570586e-05
614,1.369756852672428e-05
615,6.740870881013746e-05
616,0.0001252624990939783
617,0.0003409362421586974
618,0.0
619,0.0005735136795332603
620,0.0002107002134378648
621,0.0
622,0.0005975717000465842
623,0.0009984618058609563
624,0.00022834637035666925
625,0.0008631174906777574
626,2.7806925450247696e-05
627,0.0
628,5.794969906830743e-05
629,4.796924756070648e-06
630,0.0
631,0.0
632,9.797379808758874e-06
633,0.0
634,0.00015817831442955534
635,8.079309762023896e-05
636,2.4607521051595032e-05
637,0.0002433778468575026
638,0.0006785528596064423
639,0.0001274168547241984
640,0.0
641,1.6689027519466377e-05
642,0.00011413336724789687
643,0.0
644,0.0002484877399457841
645,0.0008426289846489743
646,0.00024198866702581916
647,0.00029891149603509837
648,7.128202553586921e-05
649,1.571617622988219e-05
650,7.489206741188477e-06
651,0.00024897672728501773
652,0.00035971334504409513
653,1.0270309583476398e-05
654,7.064771111843349e-06
655,0.0015063156573860757
656,0.0006323237456849857
657,0.0
658,0.0006046465370003364
659,0.0
660,4.1973302553249225e-05
661,0.0
662,0.002616327249432531
663,0.003399732837334801
664,0.004046859265575171
665,0.0010417891553886603
666,0.014965118341038511
667,0.0018872683973124279
668,0.0022916122145762783
669,0.039952152147535946
670,0.0
671,0.003205889003128317
672,0.021298469848192714
673,0.0002523828114791244
674,0.009959795099390382
675,0.0003206076986393061
676,3.2650024739539523e-06
677,0.000689389564565419
678,0.00015904718295244578
679,0.0
680,7.931847335655637e-05
681,0.0022302696144791225
682,0.0
683,6.128525196858262e-05
684,4.641975398295681e-07
685,0.00023884258860278054
686,7.456501992599296e-05
687,1.1002932106570895e-05
688,0.0009217832198802388
689,0.00010150346485352548
690,0.0
691,0.00022452518340435078
692,0.0
693,0.00033764026333521344
694,1.6291050110313326e-05
695,0.0027604555576241927
696,4.6635595187005035e-06
697,0.0003255273198977788
698,5.992004938376779e-05
699,0.0002821555563533248
700,8.932895847624847e-05
701,1.6241353163569348e-05
702,0.00023424412359212882
703,8.103186958578487e-05
704,1.2542124843492067e-08
705,1.3270949498325286e-05
706,6.913355821471866e-05
707,1.5760133724279709e-07
708,0.0
709,0.0018368668956798386
710,0.0007450961401503566
711,0.0
712,4.926875877466212e-05
713,4.692733616878693e-05
714,0.00011047553198355363
715,0.0001128822296052962
716,4.158207992791822e-06
717,4.5436198230476525e-05
718,3.4834787773631794e-05
719,1.1043859008166298e-06
720,0.017935509085889288
721,0.0026169533802976146
722,0.0023316107466173895
723,0.0
724,0.009637008952521087
725,0.0001790818924208228
726,1.7308678259631534e-06
727,0.00043870907146494677
728,0.11422019625070999
729,0.0009524509835821228
730,0.004836403769883077
731,0.00017211632689995618
732,0.0
733,0.0013468721118864218
734,0.00012573099653674175
735,0.0005398995851087294
736,0.0008398792310473011
737,0.0001406313559744987
738,0.00017999867843382944
739,0.003835354001066789
740,0.00019572191825943032
741,0.0
742,0.0003670901733539659
743,9.82289123028781e-05
744,0.0
745,0.00013475677859474172
746,0.0019927678737206777
747,0.0006610653087188193
748,0.0013881425282508224
749,0.00027427076229863813
750,0.0
751,9.702831261861611e-05
752,0.0009695368640940604
753,0.002987888646264901
754,0.0012739027850691411
755,0.0006518455165331914
756,0.004243438792259235
757,0.0005771440463279399
758,1.9177720364072165e-05
759,0.0007191165633545899
760,0.0005681176921817035
761,0.00019022153784466366
762,0.0016293153661170526
763,9.302095051175454e-05
764,0.0689543071073766
765,0.00557667273492077
766,0.01280073987929324
767,0.0007329998545298558
768,0.005805426300087987
769,0.022044366369919976
770,0.005124724287266428
771,0.0039347697650593495
772,0.0005565756735765683
773,0.0
774,8.349579240348483e-06
775,0.0
776,0.026939024348350438
777,0.0
778,0.005930402564087708
779,0.00578118643975631
780,5.102441279967415e-05
781,0.0002737002614771116
782,0.0
783,0.0
784,0.0
785,0.02111470555471811
786,0.00010239282712230826
787,0.019346068682113526
788,9.768031126171046e-05
789,0.015547537676270914
790,0.013794710791843719
791,0.00745330883879605
792,0.024537712360207242
793,0.004347512536629087
794,0.0074862318565919826
795,0.0
796,1.3187462439789401e-05
797,2.621958324694602e-05
798,8.110056273799307e-06
799,0.03193065353077378
800,0.005090676402654155
801,0.014402797179992042
802,8.312434600907018e-05
803,0.02763884210053629
804,0.019018536648306168
805,0.0010238129346696384
806,0.20633137372512428
807,0.05723762746881963
808,0.00023967042794326805
809,0.008240498324235632
810,0.00032384411117263284
811,4.754025970279211e-05
812,0.0003578596499301854
813,0.01020499601287384
814,0.011677512667540116
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.011284123893857021
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.024317108827221736
835,0.0
836,0.0
837,0.0
838,6.135095668848099e-06
839,2.2855549088558896e-07
840,1.259717324337953e-05
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.025023130676222406
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.007622326481677721
855,0.0023584630677524203
856,0.0016211714534885204
857,0.0028063591964770616
858,0.014310903490799486
859,0.0023957309394314263
860,0.001096152756992626
861,0.004045628204241874
862,0.0
863,0.011828901810223969
864,0.08369209809414192
865,0.012320727740153494
866,0.00029943131264700086
867,0.00012285142654612835
868,0.004161698759071992
869,0.0014866450107704197
870,0.004506957977339868
871,0.043208667254151296
872,0.028024114728232505
873,0.06378053943934482
874,0.015221082849179104
875,0.0
876,0.000865874101535646
877,0.09554473110975653
878,0.024318504302097026
879,0.009619134375769941
880,0.006978368350843381
881,0.06669196801190527
882,0.011181251530395932
883,0.006900420644795006
884,0.009756617475912652
885,0.10908864261781814
886,0.09200837730456962
887,0.062393144296913935
888,0.6705686188844556
889,0.8589029465562836
890,0.16665258393415444
891,0.028560327341649663
892,0.025611361364842787
893,0.0007653404384143282
894,0.00016988057363122555
895,0.00024455221444356397
896,1.278672228946053e-05
897,8.399068030741966e-06
898,0.015558005315062965
899,6.0657383139634174e-05
900,0.09698113526703424
901,7.441171497137929e-06
902,3.138148105658267e-05
903,0.05036241058473821
904,0.0
905,8.003402269062566e-05
906,8.838751206027844e-06
907,0.00014837467940319568
908,0.0
909,1.6182178600494767e-05
910,2.7610494079555773e-06
911,9.925045785497434e-06
912,0.013058933477489045
913,3.96038523749586e-07
914,1.6248306923528816e-05
915,0.0004567928589651966
916,0.0
917,0.0002444832348775322
918,8.34561087378336e-05
919,0.00044649739719527555
920,2.6811866615884043e-05
921,0.01894412670263219
922,3.1071056334719795e-05
923,0.00021846409837324193
924,0.0001339204290828402
925,0.0007051271340773863
926,0.00010158337757657383
927,0.0
928,3.74099698236769e-07
929,9.338793469985536e-05
930,0.03501848410449584
931,0.0
932,1.8787569430992012e-06
933,0.015829752045839196
934,0.0009933948956859218
935,5.505299445989447e-05
936,8.25160699400771e-07
937,0.0
938,0.0018824612256263874
939,0.0
940,0.01801150958694179
941,0.0
942,6.0573432540157375e-05
943,1.9166617256664814e-05
944,9.545793260918243e-05
945,0.000191170389063822
946,7.94698243928111e-05
947,0.0001918057878806003
948,1.0273520436082672e-07
949,0.0
950,0.0
951,0.0002457055346180623
952,3.477226801818428e-08
953,7.397287675410962e-05
954,0.0001773789141829136
955,3.5178324456438605e-07
956,0.058740851813968056
957,0.001522845831730026
958,0.0
959,1.5328980296519273e-06
960,0.0
961,0.0520619453108902
962,0.07837234192736138
963,0.3114150244666738
964,0.00042897173449143
965,0.6239350828557546
966,0.04593235417663246
967,0.004159053636833289
968,0.04247434200975569
969,0.018825409096317004
970,0.026137710327795965
971,0.043267238213535016
972,0.04004342076377965
973,0.020666830513030678
974,0.03785993624109992
975,0.0009590675116791674
976,0.03318736786443077
977,0.0024098046721005404
978,0.003258536964551401
979,0.0
980,0.0023624535092301073
981,0.012066907307344707
982,0.00791647895108015
983,0.012928531420481173
984,0.01647629055828953
985,6.686700181199961e-06
986,0.005127041999127949
987,0.0010926712182616535
988,0.006234182967375331
989,0.0770047849087495
990,0.009720338747289666
991,2.231958667244329e-05
992,0.0017427688374611965
993,0.003205380302376983
994,0.0014286058810690637
995,0.02188381404573048
996,0.047285385552492024
997,0.03611306642414642
998,0.027082969389300958
999,0.003014471929687677
1000,0.04163769082483272
1001,0.042753976625657934
1002,0.008559906862791199
1003,6.503955821882392e-05
1004,0.017087478394415545
1005,0.029148329611222275
1006,0.014437699356361668
1007,0.00011104600805838058
1008,0.008536446717979047
1009,0.02957872572233149
1010,0.0035275336723280797
1011,0.0003265748387020696
1012,0.12204440938320105
1013,0.09159867938734925
1014,0.04477450996330462
1015,8.06829528291349e-07
1016,0.03217031430777558
1017,0.0706824501781219
1018,0.006704894096976193
1019,0.0
1020,0.0012595419108405476
1021,2.19294872156953e-06
1022,0.027643637259035424
1023,0.0017321604371307846
1024,0.07815632568133318
1025,0.09997333081307735
1026,0.06819178663631366
1027,0.0
1028,0.027763889685361642
1029,0.02169709616935376
1030,0.005356420179596184
1031,0.0004179070593725201
1032,0.0025184083026424412
1033,0.012539032697399859
1034,0.038487252205794575
1035,0.0
1036,6.5612341804229e-05
1037,0.00011216933651486342
1038,0.0001322379036968455
1039,0.0
1040,0.13614219524655558
1041,0.0
1042,7.532303241979303e-05
1043,0.03545035325941647
1044,0.0005697061522149684
1045,9.061863284702297e-05
1046,0.01695647365550629
1047,4.95544272620806e-05
1048,9.970337692320409e-06
1049,4.5576123599895644e-05
1050,0.18449222335504828
1051,3.0208349641173567e-07
1052,0.0007375845069616988
1053,0.0
1054,0.007933062907020299
1055,4.575858975164053e-08
1056,0.14660798532737282
1057,0.0001460346717920013
1058,0.0
1059,0.03920278124768105
1060,0.0677441496692094
1061,1.6927407287568469e-06
1062,3.3139068712041694e-05
1063,0.0005131246218595211
1064,0.0009299649007269978
1065,0.0009039249426730349
1066,0.0003210050601311361
1067,0.008731395279192663
1068,1.1026238396522364e-05
1069,0.004315575895964643
1070,1.3702256783529134e-05
1071,7.54911361577368e-07
1072,3.711196316219617e-05
1073,0.000164354214063241
1074,7.19463804953104e-05
1075,2.3560784487357854e-05
1076,0.0002584342666003921
1077,0.002145578964773283
1078,9.050077747044568e-07
1079,2.0502237668396526e-06
1080,3.1121128186157194e-05
1081,0.00011171789504540128
1082,0.000621040119863328
1083,0.0002289451641707887
1084,0.013452098608134967
1085,2.016131051713644e-06
1086,0.0008320785082406483
1087,0.0005789282028082605
1088,1.0401340045751505e-05
1089,5.564167754001055e-05
1090,0.0008119505788450632
1091,1.9291161156016658e-05
1092,3.583768167561906e-05
1093,0.0
1094,2.1506677943878385e-06
1095,0.002709901890002426
1096,4.576882015361769e-05
1097,6.5621080217261965e-06
1098,0.0
1099,0.00016701843222116278
1100,0.0
1101,0.00484195038606668
1102,0.0003723513337268438
1103,0.04377827068306955
1104,0.001010121509681297
1105,0.00790677053839296
1106,6.164609042411439e-06
1107,1.1193572267449278e-05
1108,0.00015151924864697603
1109,0.00030046459849205443
1110,0.00033824259184935435
1111,2.167706593607212e-05
1112,0.00013523452486824812
1113,0.08264930110587422
1114,0.016432585594544778
1115,5.675943029401596e-06
1116,0.0
1117,0.026430180837847074
1118,3.032826705147669e-05
1119,6.061502425871254e-06
1120,0.00016403462917121846
1121,0.00010242431560029376
1122,0.05105765471434803
1123,0.001127644557646781
1124,0.000205669097363136
1125,0.0006418295207499593
1126,3.318521846550777e-05
1127,7.102991781214273e-05
1128,9.730536199067212e-05
1129,0.0
1130,0.0
1131,0.00025689983732355527
1132,6.555315486098584e-05
1133,6.909423534619086e-05
1134,0.0005762079100005814
1135,0.06924300464675835
1136,0.011568684738223606
1137,0.00043969563946713266
1138,0.0003927183198374624
1139,0.0
1140,0.001357530564849078
1141,0.0
1142,4.152051828372345e-05
1143,3.5702248317011553e-06
1144,0.00022232663018182064
1145,0.0
1146,0.0004372293122213958
1147,0.001100026212533409
1148,1.8138635670632978e-05
1149,2.04259831250872e-05
1150,0.0
1151,7.917538478626372e-05
1152,0.004513799206005975
1153,9.642842053751336e-05
1154,0.02301179002069016
1155,0.00012802613754942443
1156,0.0013869756621287
1157,0.007589498067029204
1158,2.454127327349208e-06
1159,1.4972762157888011e-05
1160,2.6852383963357e-05
1161,0.0003915805839221525
1162,8.586414733690678e-05
1163,0.00022842919863698153
1164,3.935734459377216e-05
1165,1.0262912966405894e-05
1166,0.00025778277636829243
1167,5.590691593377941e-06
1168,0.011043808361828293
1169,1.044974580392476e-05
1170,4.7254552950161027e-05
1171,0.0002506110151956527
1172,4.791371246694479e-06
1173,4.1456509107566715e-06
1174,0.0003304106571591499
1175,0.0007462288484761678
1176,0.0
1177,0.00036757093445692835
1178,0.00011005543837163374
1179,0.00151358159567667
1180,0.0003734210647345106
1181,4.57207334685239e-06
1182,0.0001842795179201024
1183,0.0038333496966356964
1184,0.00011707435740465523
1185,6.860506356727399e-05
1186,0.00011049547762402738
1187,0.0005509262375892607
1188,1.0545140427428513e-05
1189,4.129891598373188e-05
1190,2.7168034844432164e-05
1191,0.00043083765889667035
1192,0.0
1193,1.3583909383010323e-05
1194,0.0009672799973657459
1195,1.9070953183479438e-05
1196,4.827738789331498e-06
1197,0.011804451014582497
1198,6.0813980477865146e-05
1199,1.7414595362877048e-06
1200,0.00015513638802244333
1201,0.09826848161054234
1202,0.0009309967902179696
1203,9.640727682498417e-05
1204,0.00442286498623887
1205,0.001129032646808702
1206,0.0001935524772985496
1207,0.0005636548722004407
1208,4.563955424754553e-05
1209,2.9805223319354352e-05
1210,2.2006053704278928e-05
1211,0.0001880338301670478
1212,0.016051185530344257
1213,0.00020327597738703857
1214,1.1595154102599073e-06
1215,0.0017704464003230388
1216,1.0200370373109293e-05
1217,7.803963029354723e-05
1218,1.820638353280769e-05
1219,0.00091150501117021
1220,0.0
1221,0.0036357646891612043
1222,0.0018673007715243155
1223,0.0
1224,0.00010338918577045804
1225,0.0002236909926173846
1226,3.89702283458238e-06
1227,8.241843861235917e-05
1228,0.0007289031932565023
1229,0.0004316312875764141
1230,0.000643322270317652
1231,0.009877321532627157
1232,0.005084586154896858
1233,0.0
1234,0.0
1235,0.0006789637398404593
1236,4.6178553521122056e-05
1237,0.08378429161434527
1238,0.0006724458688752021
1239,0.00033062104833245584
1240,0.014997891709919178
1241,0.0006017264720202179
1242,0.0013631537533896727
